	pretty	RB	<f/>
	remiss	JJ	<f/>
	in	IN	<f/>
	trying	VBG	<f/>
	to	TO	<f/>
	uh	UH	<e/>
	you	PRP	<e/>
	know	VBP	<e/>
	keep	VB	<c/>
	track	VB	<f/>
	of	IN	<f/>
	uh	UH	<e/>
	daily	JJ	<c/>
	finances	NNS	<f/>
sw00utt/sw_0024_4688.utt:A:1:1	uh	UH	<e/>
	the	DT	<c/>
	uh	UH	<e/>
	way	RB	<rm-1/><rpEndDel/>
	back	RB	<f/>
	what	WP	<f/>
	$unc$twelve	CD	<f/>
	years	NNS	<f/>
	ago	RB	<f/>
	or	CC	<f/>
	something	NN	<f/>
	when	WRB	<f/>
	i	PRP	<f/>
	got	VBD	<f/>
	my	PRP$	<f/>
	first	JJ	<f/>
	computer	NN	<f/>
	i	PRP	<f/>
	did	VBD	<f/>
	what	WP	<f/>
	everybody	NN	<f/>
	else	RB	<f/>
	does	VBZ	<f/>
	which	WDT	<f/>
	is	VBZ	<f/>
	to	TO	<f/>
	put	VB	<f/>
	the	DT	<f/>
	whole	JJ	<f/>
	family	NN	<f/>
	budget	NN	<f/>
	on	IN	<f/>
	the	DT	<f/>
	machine	NN	<f/>
	and	CC	<f/>
	put	VB	<f/>
	checks	NNS	<f/>
	and	CC	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	checkbooks	NNS	<c/>
	and	CC	<f/>
	all	PDT	<f/>
	this	DT	<f/>
	kind	NN	<f/>
	of	IN	<f/>
	thing	NN	<f/>
sw00utt/sw_0024_4688.utt:A:2:1	and	CC	<f/>
	we	PRP	<f/>
	kept	VBD	<f/>
	that	DT	<f/>
	going	VBG	<f/>
	for	IN	<f/>
	about	RB	<f/>
	a	DT	<f/>
	month	NN	<f/>
sw00utt/sw_0024_4688.utt:A:3:1	and	CC	<f/>
	it	PRP	<f/>
	became	VBD	<f/>
	so	RB	<f/>
	onerous	JJ	<f/>
	that	IN	<f/>
	we	PRP	<f/>
	gave	VBD	<f/>
	up	RP	<f/>
	on	IN	<f/>
	it	PRP	<f/>
sw00utt/sw_0024_4688.utt:B:4:2	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:5:2	that	DT	<f/>
	sounds	VBZ	<f/>
	about	RB	<f/>
	right	JJ	<f/>
sw00utt/sw_0024_4688.utt:A:6:3	you	PRP	<e/>
	know	VBP	<e/>
	so	RB	<c/>
	uh	UH	<e/>
	the	DT	<c/>
	only	JJ	<f/>
	thing	NN	<f/>
	were	PRPVBP	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	that	WDT	<rm-1/><rpMid/>
	we	PRP	<rpMid/>
	do	VBP	<rpEndSub/>
	now	RB	<f/>
	is	VBZ	<f/>
	uh	UH	<e/>
	i	PRP	<c/>
	keep	VBP	<f/>
	a	DT	<f/>
	a	DT	<rm-1/><rpEndSub/>
	little	JJ	<f/>
	spread	NN	<f/>
	sheet	NN	<f/>
	of	IN	<f/>
	uh	UH	<e/>
	what	WP	<c/>
	i	PRP	<f/>
	call	VBP	<f/>
	the	DT	<f/>
	net	JJ	<f/>
	worth	NN	<f/>
	calculation	NN	<f/>
	which	WDT	<f/>
	is	VBZ	<f/>
	just	RB	<f/>
	the	DT	<f/>
	the	DT	<rm-1/><rpEndSub/>
	present	JJ	<f/>
	value	NN	<f/>
	of	IN	<f/>
	various	JJ	<f/>
	kinds	NNS	<f/>
	of	IN	<f/>
	investments	NNS	<f/>
	and	CC	<f/>
	so	RB	<f/>
	worth	^RB	<f/>
sw00utt/sw_0024_4688.utt:A:7:3	uh	UH	<e/>
	and	CC	<c/>
	i	PRP	<f/>
	only	RB	<f/>
	update	VBP	<f/>
	that	DT	<f/>
	oh	UH	<e/>
	i	PRP	<c/>
	dont	VBPRB	<f/>
	know	VB	<f/>
	maybe	RB	<f/>
	once	IN	<f/>
	every	DT	<f/>
	quarter	NN	<f/>
	or	CC	<f/>
	so	RB	<f/>
	every	DT	<f/>
	$unc$three	CD	<f/>
	months	NNS	<f/>
	just	RB	<f/>
	basically	RB	<f/>
	when	WRB	<f/>
	the	DT	<f/>
	statements	NNS	<f/>
	come	VBP	<f/>
	in	IN	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	just	RB	<c/>
	to	TO	<f/>
	see	VB	<f/>
	whether	IN	<f/>
	or	CC	<f/>
	not	RB	<f/>
	were	PRPVBP	<f/>
	falling	VBG	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	getting	VBG	<rm-1/><rpEndSub/>
	ahead	RB	<f/>
	falling	VBG	<f/>
	behind	RB	<f/>
	or	CC	<f/>
	staying	VBG	<f/>
	even	RB	<f/>
	or	CC	<f/>
	what	WP	<f/>
sw00utt/sw_0024_4688.utt:B:8:4	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:10:6	right	UH	<f/>
sw00utt/sw_0024_4688.utt:A:11:7	uh	UH	<e/>
	thats	WDTBES	<c/>
	really	RB	<f/>
	about	RB	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	the	DT	<c/>
	extent	NN	<f/>
	of	IN	<f/>
	uh	UH	<e/>
	of	IN	<rm-1/><rpEndSub/>
	the	DT	<f/>
	kind	NN	<f/>
	of	IN	<f/>
	uh	UH	<e/>
	financial	JJ	<c/>
	score	NN	<f/>
	keeping	NN	<f/>
	that	WDT	<f/>
	were	PRPVBP	<f/>
	doing	VBG	<f/>
sw00utt/sw_0024_4688.utt:B:12:8	uh	UH	<e/>
sw00utt/sw_0024_4688.utt:B:14:10	well	UH	<e/>
	its	PRPBES	<c/>
	kind	RB	<f/>
	of	RB	<f/>
	difficult	JJ	<f/>
	for	IN	<f/>
	me	PRP	<f/>
	because	IN	<f/>
	right	RB	<f/>
	now	RB	<f/>
	uh	UH	<e/>
	like	IN	<c/>
	most	JJS	<f/>
	teachers	NNS	<f/>
	im	PRPVBP	<f/>
	laid	VBN	<f/>
	off	RP	<f/>
sw00utt/sw_0024_4688.utt:B:15:10	and	CC	<f/>
sw00utt/sw_0024_4688.utt:A:16:11	huh	UH	<e/>
sw00utt/sw_0024_4688.utt:A:17:11	oh	UH	<f/>
	dear	UH	<f/>
	thats	DTBES	<f/>
	terrible	JJ	<f/>
sw00utt/sw_0024_4688.utt:B:18:12	so	RB	<f/>
	um	UH	<e/>
	i	PRP	<c/>
	spend	VBP	<f/>
	most	JJS	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
sw00utt/sw_0024_4688.utt:B:19:12	i	PRP	<f/>
	substitute	VBP	<f/>
	a	DT	<f/>
	lot	NN	<f/>
sw00utt/sw_0024_4688.utt:A:20:13	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:21:14	so	RB	<f/>
	its	PRPBES	<f/>
	a	DT	<f/>
	lot	NN	<f/>
	its	PRPBES	<rm-3/><rpMid/>
	very	RB	<rpMid/>
	hard	JJ	<rpEndSub/>
	on	IN	<f/>
	a	DT	<f/>
	nonfixed	JJ	<f/>
	income	NN	<f/>
	because	IN	<f/>
	i	PRP	<f/>
	dont	VBPRB	<f/>
	know	VB	<f/>
	how	WRB	<f/>
	many	JJ	<f/>
	days	NNS	<f/>
	im	PRPVBP	<f/>
	going	VBG	<f/>
	to	TO	<f/>
	be	VB	<f/>
	called	VBN	<f/>
	in	RB	<f/>
	and	CC	<f/>
	whether	IN	<f/>
	i	PRP	<f/>
	am	VBP	<f/>
	or	CC	<f/>
	not	RB	<f/>
	to	TO	<f/>
	try	VB	<f/>
	to	TO	<f/>
	keep	VB	<f/>
	track	NN	<f/>
	of	IN	<f/>
	finances	NNS	<f/>
sw00utt/sw_0024_4688.utt:A:22:15	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:23:16	and	CC	<f/>
	but	CC	<rm-1/><rpEndSub/>
	i	PRP	<f/>
	know	VBP	<f/>
	how	WRB	<f/>
	much	JJ	<f/>
	i	PRP	<f/>
	have	VBP	<f/>
	to	TO	<f/>
	bring	VB	<f/>
	in	RB	<f/>
	a	DT	<f/>
	month	NN	<f/>
sw00utt/sw_0024_4688.utt:B:24:16	and	CC	<f/>
	thats	DTBES	<f/>
	about	RB	<f/>
	it	PRP	<f/>
sw00utt/sw_0024_4688.utt:B:25:16	thats	DTBES	<f/>
	about	RB	<f/>
	as	RB	<f/>
	far	RB	<f/>
	as	IN	<f/>
	we	PRP	<f/>
	go	VBP	<f/>
sw00utt/sw_0024_4688.utt:B:26:16	and	CC	<f/>
	then	RB	<f/>
	anything	NN	<f/>
	extra	JJ	<f/>
	is	VBZ	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	more	RBR	<c/>
	or	CC	<f/>
	less	RBR	<f/>
	split	VBN	<f/>
	up	RP	<f/>
	between	IN	<f/>
	all	DT	<f/>
	of	IN	<f/>
	us	PRP	<f/>
	and	CC	<f/>
	just	RB	<f/>
	thrown	VBN	<f/>
	in	IN	<f/>
	the	DT	<f/>
	kitty	NN	<f/>
	more	RBR	<f/>
	or	CC	<f/>
	less	RBR	<f/>
	for	IN	<f/>
	a	DT	<f/>
	rainy	JJ	<f/>
	day	NN	<f/>
sw00utt/sw_0024_4688.utt:A:27:17	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:A:29:19	oh	UH	<e/>
	i	PRP	<c/>
	see	VBP	<f/>
sw00utt/sw_0024_4688.utt:A:30:19	are	VBP	<f/>
	you	PRP	<f/>
	are	VBP	<rm-2/><rpMid/>
	you	PRP	<rpEndSub/>
	married	JJ	<f/>
sw00utt/sw_0024_4688.utt:A:31:19	are	VBP	<f/>
	you	PRP	<f/>
	living	VBG	<f/>
	with	IN	<f/>
	a	DT	<f/>
	bunch	NN	<f/>
	of	IN	<f/>
	with	IN	<rm-4/><rpEndSub/>
	with	IN	<rm-5/><rpEndSub/>
	people	NNS	<f/>
	that	WDT	<f/>
	youre	PRPVBP	<f/>
	sharing	VBG	<f/>
	expenses	NNS	<f/>
sw00utt/sw_0024_4688.utt:B:32:20	uh	UH	<e/>
	no	UH	<c/>
sw00utt/sw_0024_4688.utt:B:33:20	im	PRPVBP	<f/>
	a	DT	<f/>
	single	JJ	<f/>
	mother	NN	<f/>
sw00utt/sw_0024_4688.utt:B:34:20	i	PRP	<f/>
	have	VBP	<f/>
	$unc$three	CD	<f/>
	children	NNS	<f/>
sw00utt/sw_0024_4688.utt:A:35:21	oh	UH	<e/>
	i	PRP	<c/>
	see	VBP	<f/>
sw00utt/sw_0024_4688.utt:A:36:21	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:37:22	so	RB	<f/>
	uh	UH	<e/>
	right	RB	<c/>
	now	RB	<f/>
	were	PRPVBP	<f/>
	on	IN	<f/>
	we	PRP	<rm-2/><rpMid/>
	get	VBP	<rpEndSub/>
	you	PRP	<e/>
	know	VBP	<e/>
	aid	NN	<c/>
	from	IN	<f/>
	the	DT	<f/>
	state	NN	<f/>
	at	IN	<f/>
	this	DT	<f/>
	point	NN	<f/>
	because	IN	<f/>
	theres	EXBES	<f/>
	no	DT	<f/>
	other	JJ	<f/>
	way	NN	<f/>
	to	TO	<f/>
	do	VB	<f/>
	it	PRP	<f/>
sw00utt/sw_0024_4688.utt:B:38:22	and	CC	<f/>
	my	PRP$	<f/>
	ex-husband	NN	<f/>
	just	RB	<f/>
	sort	RB	<f/>
	of	RB	<f/>
	took	VBD	<f/>
	off	RP	<f/>
	and	CC	<f/>
	doesnt	VBZRB	<f/>
	pay	VB	<f/>
	child	NN	<f/>
	support	NN	<f/>
sw00utt/sw_0024_4688.utt:A:39:23	oh	UH	<f/>
	dear	UH	<f/>
sw00utt/sw_0024_4688.utt:B:40:24	so	RB	<f/>
	right	RB	<f/>
	now	RB	<f/>
	i	PRP	<f/>
	know	VBP	<f/>
	what	WP	<f/>
	im	PRPVBP	<f/>
	getting	VBG	<f/>
	from	IN	<f/>
	the	DT	<f/>
	state	NN	<f/>
sw00utt/sw_0024_4688.utt:B:41:24	and	CC	<f/>
	uh	UH	<e/>
	i	PRP	<c/>
	have	VBP	<f/>
	to	TO	<f/>
	balance	VB	<f/>
	more	RBR	<f/>
	or	CC	<f/>
	less	RBR	<f/>
	what	WP	<f/>
	i	PRP	<f/>
	get	VBP	<f/>
	from	IN	<f/>
	the	DT	<f/>
	state	NN	<f/>
	with	IN	<f/>
	my	PRP$	<f/>
	bills	NNS	<f/>
	and	CC	<f/>
	uh	UH	<e/>
	you	PRP	<e/>
	know	VBP	<e/>
	try	VB	<c/>
	to	TO	<f/>
	work	VB	<f/>
	as	IN	<f/>
	many	JJ	<f/>
	days	NNS	<f/>
	as	IN	<f/>
	possible	JJ	<f/>
	any	DT	<f/>
	time	NN	<f/>
	they	PRP	<f/>
	call	VBP	<f/>
	me	PRP	<f/>
	in	RB	<f/>
sw00utt/sw_0024_4688.utt:A:42:25	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:44:26	but	CC	<f/>
	i	PRP	<f/>
	still	RB	<f/>
	have	VBP	<f/>
	to	TO	<f/>
	figure	VB	<f/>
	out	RP	<f/>
sw00utt/sw_0024_4688.utt:B:45:26	if	IN	<f/>
	i	PRP	<f/>
	work	VBP	<f/>
	too	RB	<f/>
	many	JJ	<f/>
	days	NNS	<f/>
	then	RB	<f/>
	i	PRP	<f/>
	lose	VBP	<f/>
	all	DT	<f/>
	my	PRP$	<f/>
	state	NN	<f/>
	aid	NN	<f/>
sw00utt/sw_0024_4688.utt:B:46:26	and	CC	<f/>
	if	IN	<f/>
	i	PRP	<f/>
	dont	VBPRB	<f/>
	work	VB	<f/>
	enough	JJ	<f/>
	days	NNS	<f/>
	then	RB	<f/>
	i	PRP	<f/>
	dont	VBPRB	<f/>
	get	VB	<f/>
	enough	RB	<f/>
	to	TO	<f/>
	meet	VB	<f/>
	the	DT	<f/>
	bills	NNS	<f/>
sw00utt/sw_0024_4688.utt:B:47:26	and	CC	<f/>
	its	PRPBES	<f/>
	like	IN	<f/>
	a	DT	<f/>
	juggling	NN	<f/>
	act	NN	<f/>
	every	DT	<f/>
	single	JJ	<f/>
	month	NN	<f/>
sw00utt/sw_0024_4688.utt:A:48:27	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:49:28	like	UH	<e/>
	this	DT	<c/>
	week	NN	<f/>
	ive	PRPVBP	<f/>
	been	VBN	<f/>
	just	RB	<f/>
	holding	VBG	<f/>
	my	PRP$	<f/>
	breath	NN	<f/>
	and	CC	<f/>
	hoping	VBG	<f/>
	theyll	PRPMD	<f/>
	call	VB	<f/>
	me	PRP	<f/>
	in	RB	<f/>
sw00utt/sw_0024_4688.utt:B:50:28	but	CC	<f/>
	they	PRP	<f/>
	probably	RB	<f/>
	wont	MDRB	<f/>
	because	IN	<f/>
	next	JJ	<f/>
	week	NN	<f/>
	the	DT	<f/>
	kids	NNS	<f/>
	have	VBP	<f/>
	school	NN	<f/>
	vacation	NN	<f/>
sw00utt/sw_0024_4688.utt:A:51:29	i	PRP	<f/>
	see	VBP	<f/>
sw00utt/sw_0024_4688.utt:B:52:30	so	RB	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	the	DT	<c/>
	$unc$four	CD	<f/>
	days	NNS	<f/>
	before	IN	<f/>
	they	PRP	<f/>
	only	RB	<f/>
	have	VBP	<f/>
	a	DT	<f/>
	$unc$four	CD	<f/>
	day	NN	<f/>
	week	NN	<f/>
sw00utt/sw_0024_4688.utt:A:53:31	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:54:32	and	CC	<f/>
	they	PRP	<f/>
	usually	RB	<f/>
	dont	VBPRB	<f/>
	need	VB	<f/>
	subs	NNS	<f/>
	because	IN	<f/>
	everybodys	NNBES	<f/>
	pretty	RB	<f/>
	good	JJ	<f/>
	about	IN	<f/>
	coming	VBG	<f/>
	in	RB	<f/>
sw00utt/sw_0024_4688.utt:A:55:33	oh	UH	<e/>
	i	PRP	<c/>
	see	VBP	<f/>
sw00utt/sw_0024_4688.utt:B:56:34	they	PRP	<f/>
	dont	VBPRB	<f/>
	like	VB	<f/>
	to	TO	<f/>
	be	VB	<f/>
	absent	JJ	<f/>
	before	IN	<f/>
	a	DT	<f/>
	vacation	NN	<f/>
sw00utt/sw_0024_4688.utt:A:57:35	oh	UH	<e/>
	sure	UH	<c/>
sw00utt/sw_0024_4688.utt:B:58:36	but	CC	<f/>
	were	PRPVBP	<f/>
	shopping	VBG	<f/>
	around	RB	<f/>
	as	RB	<f/>
	far	RB	<f/>
	as	IN	<f/>
	well	UH	<e/>
	im	PRPVBP	<rm-6/><rpMid/>
	shopping	VBG	<rpMid/>
	around	RB	<rpMid/>
	as	RB	<rpMid/>
	far	RB	<rpMid/>
	as	IN	<rpEndSub/>
	trying	VBG	<f/>
	to	TO	<f/>
	get	VB	<f/>
	uh	UH	<e/>
	thats	WDTBES	<e/>
	why	WRB	<e/>
	im	PRPVBP	<e/>
	doing	VBG	<e/>
	this	DT	<e/>
	to	TO	<rm-2/><rpMid/>
	get	VB	<rpEndSub/>
	some	DT	<f/>
	extra	JJ	<f/>
	money	NN	<f/>
	and	CC	<f/>
	uh	UH	<e/>
	getting	VBG	<c/>
	pledge	NN	<f/>
	sheets	NNS	<f/>
	for	IN	<f/>
	the	DT	<f/>
	$unc$boy	NNP	<f/>
	$unc$scouts	NNPS	<f/>
sw00utt/sw_0024_4688.utt:A:59:37	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:61:38	my	PRP$	<f/>
	kids	NNS	<f/>
	are	VBP	<f/>
	in	IN	<f/>
	$unc$boy	NNP	<f/>
	$unc$scouts	NNPS	<f/>
sw00utt/sw_0024_4688.utt:B:62:38	so	RB	<f/>
	trying	VBG	<f/>
	to	TO	<f/>
	get	VB	<f/>
	pledge	NN	<f/>
	sheets	NNS	<f/>
	for	IN	<f/>
	the	DT	<f/>
	$unc$boy	NNP	<f/>
	$unc$scouts	NNPS	<f/>
sw00utt/sw_0024_4688.utt:B:63:38	because	IN	<f/>
	every	DT	<f/>
	penny	NN	<f/>
	i	PRP	<f/>
	bring	VBP	<f/>
	in	RB	<f/>
	is	VBZ	<f/>
	$unc$ten	CD	<f/>
	percent	NN	<f/>
	to	IN	<f/>
	me	PRP	<f/>
sw00utt/sw_0024_4688.utt:B:64:38	so	RB	<f/>
	its	PRPBES	<f/>
	sort	RB	<f/>
	of	RB	<f/>
	helps	VBZ	<f/>
	defray	VB	<f/>
	the	DT	<f/>
	costs	NNS	<f/>
	a	DT	<f/>
	little	JJ	<f/>
	bit	NN	<f/>
sw00utt/sw_0024_4688.utt:B:65:38	but	CC	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	we	PRP	<c/>
	do	VBP	<f/>
	a	DT	<f/>
	lot	NN	<f/>
	of	IN	<f/>
	robbing	VBG	<f/>
	$unc$peter	NNP	<f/>
	to	TO	<f/>
	pay	VB	<f/>
	$unc$paul	NNP	<f/>
sw00utt/sw_0024_4688.utt:B:66:38	i	PRP	<f/>
	guess	VBP	<f/>
	were	PRPVBP	<f/>
	in	IN	<f/>
	the	DT	<f/>
	situation	NN	<f/>
	that	WDT	<f/>
	a	DT	<f/>
	lot	NN	<f/>
	of	IN	<f/>
	middle-class	JJ	<f/>
	$unc$americans	NNPS	<f/>
	are	VBP	<f/>
	in	IN	<f/>
sw00utt/sw_0024_4688.utt:A:67:39	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:A:68:39	yeah	UH	<f/>
sw00utt/sw_0024_4688.utt:A:69:39	youre	PRPVBP	<f/>
	the	DT	<f/>
	first	JJ	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	uh	UH	<e/>
sw00utt/sw_0024_4688.utt:A:70:39	my	PRP$	<f/>
	next	JJ	<f/>
	door	NN	<f/>
	neighbor	NN	<f/>
	just	RB	<f/>
	lost	VBD	<f/>
	his	PRP$	<f/>
	job	NN	<f/>
	in	IN	<f/>
	a	DT	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
	$unc$one	CD	<rm-1/><rpMid/>
	of	IN	<rpMid/>
	these	DT	<rpEndSub/>
	uh	UH	<e/>
sw00utt/sw_0024_4688.utt:B:71:40	oh	UH	<e/>
	my	PRP$	<c/>
	$unc$lord	NNP	<f/>
sw00utt/sw_0024_4688.utt:A:73:41	his	PRP$	<f/>
	company	NN	<f/>
	went	VBD	<f/>
	broke	JJ	<f/>
	i	PRP	<e/>
	mean	VBP	<e/>
	went	VBD	<rm-2/><rpMid/>
	you	PRP	<e/>
	know	VBP	<e/>
	bankrupt	JJ	<rpEndSub/>
sw00utt/sw_0024_4688.utt:A:74:41	actually	RB	<e/>
	it	PRP	<c/>
	was	VBD	<f/>
	a	DT	<f/>
	subsidiary	NN	<f/>
	of	IN	<f/>
	a	DT	<f/>
	of	IN	<rm-2/><rpMid/>
	an	DT	<rpEndSub/>
	outfit	NN	<f/>
	called	VBN	<f/>
	$unc$u	NNP	<f/>
	$unc$s	NNP	<f/>
	$unc$shoe	NNP	<f/>
	or	CC	<f/>
	something	NN	<f/>
sw00utt/sw_0024_4688.utt:A:75:41	it	PRP	<f/>
	was	VBD	<f/>
	a	DT	<f/>
	computer	NN	<f/>
	subsidiary	NN	<f/>
sw00utt/sw_0024_4688.utt:A:76:41	i	PRP	<f/>
	dont	VBPRB	<f/>
	know	VB	<f/>
	what	WP	<f/>
	a	DT	<f/>
	shoe	NN	<f/>
	companys	NNBES	<f/>
	doing	VBG	<f/>
	running	VBG	<f/>
	a	DT	<f/>
	computer	NN	<f/>
	company	NN	<f/>
sw00utt/sw_0024_4688.utt:B:77:42	really	UH	<f/>
sw00utt/sw_0024_4688.utt:A:78:43	but	CC	<f/>
	uh	UH	<e/>
	you	PRP	<e/>
	know	VBP	<e/>
	they	PRP	<c/>
	just	RB	<f/>
	folded	VBD	<f/>
	it	PRP	<f/>
	up	RP	<f/>
	and	CC	<f/>
	uh	UH	<e/>
	uh	UH	<e/>
	told	VBD	<c/>
	him	PRP	<f/>
	to	TO	<f/>
sw00utt/sw_0024_4688.utt:A:79:43	they	PRP	<f/>
	took	VBD	<f/>
	the	DT	<f/>
	top	JJ	<f/>
	management	NN	<f/>
	and	CC	<f/>
	gave	VBD	<f/>
	them	PRP	<f/>
	jobs	NNS	<f/>
	with	IN	<f/>
	the	DT	<f/>
	with	IN	<rm-2/><rpMid/>
	the	DT	<rpEndSub/>
	corporate	JJ	<f/>
	uh	UH	<e/>
	at	IN	<rm-5/><rpMid/>
	the	DT	<rpMid/>
	corporate	JJ	<rpEndSub/>
	front	JJ	<f/>
	office	NN	<f/>
sw00utt/sw_0024_4688.utt:B:80:44	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:A:82:45	and	CC	<f/>
	everybody	NN	<f/>
	else	RB	<f/>
	was	VBD	<f/>
	sent	VBN	<f/>
	packing	VBG	<f/>
sw00utt/sw_0024_4688.utt:B:83:46	oh	UH	<f/>
sw00utt/sw_0024_4688.utt:A:84:47	uh	UH	<e/>
	hang	VB	<c/>
	on	RP	<f/>
	$unc$one	CD	<f/>
	second	NN	<f/>
sw00utt/sw_0024_4688.utt:A:85:47	ive	PRPVBP	<f/>
	got	VBN	<f/>
sw00utt/sw_0024_4688.utt:B:86:48	sure	UH	<f/>
sw00utt/sw_0024_4688.utt:A:87:49	uh	UH	<e/>
	somebody	NN	<c/>
	was	VBD	<f/>
	knocking	VBG	<f/>
	on	IN	<f/>
	my	PRP$	<f/>
	door	NN	<f/>
	here	RB	<f/>
sw00utt/sw_0024_4688.utt:A:88:49	uh	UH	<e/>
	it	PRP	<c/>
	sounds	VBZ	<f/>
	like	IN	<f/>
	in	IN	<f/>
	a	DT	<f/>
	certain	JJ	<f/>
	sense	NN	<f/>
	at	IN	<f/>
	least	JJS	<f/>
	at	IN	<f/>
	the	DT	<f/>
	present	JJ	<f/>
sw00utt/sw_0024_4688.utt:A:89:49	i	PRP	<e/>
	mean	VBP	<e/>
	it	PRP	<c/>
	sounds	VBZ	<f/>
	sounds	VBZ	<rm-1/><rpEndSub/>
	terrible	JJ	<f/>
	to	TO	<f/>
	say	VB	<f/>
sw00utt/sw_0024_4688.utt:A:90:49	but	CC	<f/>
	at	IN	<f/>
	the	DT	<f/>
	present	JJ	<f/>
	stage	NN	<f/>
	you	PRP	<f/>
	probably	RB	<f/>
	are	VBP	<f/>
	even	RB	<f/>
	more	JJR	<f/>
	in	IN	<f/>
	the	DT	<f/>
	market	NN	<f/>
	for	IN	<f/>
	a	DT	<f/>
	a	DT	<rm-1/><rpEndSub/>
	budgetary	JJ	<f/>
	thing	NN	<f/>
	than	IN	<f/>
	than	IN	<rm-1/><rpEndSub/>
	most	JJS	<f/>
	people	NNS	<f/>
	probably	RB	<f/>
	might	MD	<f/>
	be	VB	<f/>
	in	IN	<f/>
	terms	NNS	<f/>
	of	IN	<f/>
	keeping	VBG	<f/>
	keeping	VBG	<rm-1/><rpEndSub/>
	score	NN	<f/>
	of	IN	<f/>
	input	NN	<f/>
	and	CC	<f/>
	output	NN	<f/>
sw00utt/sw_0024_4688.utt:B:91:50	right	UH	<f/>
sw00utt/sw_0024_4688.utt:B:93:52	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:94:52	definitely	UH	<f/>
sw00utt/sw_0024_4688.utt:A:95:53	do	VBP	<f/>
	you	PRP	<f/>
	have	VB	<f/>
	do	VBP	<rm-3/><rpMid/>
	you	PRP	<rpMid/>
	have	VB	<rpEndSub/>
	a	DT	<f/>
	computer	NN	<f/>
	at	IN	<f/>
	home	NN	<f/>
sw00utt/sw_0024_4688.utt:A:96:53	or	CC	<f/>
sw00utt/sw_0024_4688.utt:B:97:54	uh	UH	<e/>
	yes	UH	<c/>
sw00utt/sw_0024_4688.utt:B:98:54	we	PRP	<f/>
	do	VBP	<f/>
sw00utt/sw_0024_4688.utt:B:99:54	and	CC	<f/>
	we	PRP	<f/>
	try	VBP	<f/>
	to	TO	<f/>
sw00utt/sw_0024_4688.utt:A:100:55	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:102:56	you	PRP	<e/>
	know	VBP	<e/>
	i	PRP	<c/>
	keep	VBP	<f/>
	track	NN	<f/>
	of	IN	<f/>
	every	DT	<f/>
	penny	NN	<f/>
	and	CC	<f/>
	more	RBR	<f/>
	or	CC	<f/>
	less	RBR	<f/>
	enter	VBP	<f/>
	it	PRP	<f/>
	in	RB	<f/>
sw00utt/sw_0024_4688.utt:A:103:57	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:B:105:58	every	DT	<f/>
	single	JJ	<f/>
	day	NN	<f/>
	im	PRPVBP	<f/>
	at	IN	<f/>
	the	DT	<f/>
	computer	NN	<f/>
sw00utt/sw_0024_4688.utt:A:106:59	i	PRP	<f/>
	see	VBP	<f/>
sw00utt/sw_0024_4688.utt:B:107:60	and	CC	<f/>
	its	PRPBES	<f/>
	like	IN	<f/>
	okay	UH	<e/>
	what	WP	<c/>
	do	VBP	<f/>
	we	PRP	<f/>
	have	VB	<f/>
	left	VBN	<f/>
	what	WP	<f/>
	do	VBP	<f/>
	we	PRP	<f/>
	have	VB	<f/>
	to	TO	<f/>
	pay	VB	<f/>
	what	WDT	<f/>
	have	VBP	<f/>
	we	PRP	<f/>
	paid	VBN	<f/>
	this	DT	<f/>
	month	NN	<f/>
	what	WDT	<f/>
	hasnt	VBZRB	<f/>
	come	VB	<f/>
	in	RB	<f/>
	yet	RB	<f/>
	you	PRP	<e/>
	know	VBP	<e/>
sw00utt/sw_0024_4688.utt:A:110:63	uh-huh	UH	<f/>
sw00utt/sw_0024_4688.utt:A:112:65	yeah	UH	<f/>
sw00utt/sw_0024_4688.utt:A:113:65	have	VBP	<f/>
	you	PRP	<f/>
